0.5,0.5
0.5,1.15
1.15,1.541625
1.541625,0.34563065
0.34563065,0.60087
0.60087,1.3663254
1.3663254,1.086503
1.086503,1.4320135
1.4320135,0.78415966
0.78415966,1.3878516
1.3878516,0.9865744
0.9865744,1.4752479
1.4752479,0.64895153
0.64895153,1.216269
1.216269,1.4157103
1.4157103,0.8125324
0.8125324,1.414881
1.414881,0.8959825
0.8959825,1.4616947
1.4616947,0.71747804
0.71747804,1.3113861
1.3113861,1.2075818
1.2075818,1.2976122
1.2976122,1.1420012
1.1420012,1.3916209
1.3916209,0.90353227
0.90353227,1.4687725
1.4687725,0.68984556
0.68984556,1.2750324
1.2750324,1.2955401
1.2955401,1.1332631
1.1332631,1.4019325
1.4019325,0.8732829
0.8732829,1.4551558
1.4551558,0.74576044
0.74576044,1.3450491
1.3450491,1.1163278
1.1163278,1.4097377
1.4097377,0.85185623
0.85185623,1.4424999
1.4424999,0.7949412
0.7949412,1.3952401
1.3952401,0.96181536
0.96181536,1.4761798
1.4761798,0.65037775
0.65037775,1.2181988
1.2181988,1.4121541
1.4121541,0.8236959
0.8236959,1.4238758
1.4238758,0.8641217
0.8641217,1.4463143
1.4463143,0.7791033
0.7791033,1.3803539
1.3803539,1.0100582
1.0100582,1.47111
1.47111,0.6598165
0.6598165,1.2330171
1.2330171,1.3842393
1.3842393,0.9076879
0.9076879,1.4714522
1.4714522,0.6790092
0.6790092,1.2599252
1.2599252,1.3289726
1.3289726,1.0555005
1.0555005,1.4609187
1.4609187,0.6884117
0.6884117,1.2747028
1.2747028,1.2965274
1.2965274,1.1310687
1.1310687,1.4041386
1.4041386,0.86676073
0.86676073,1.4515893
1.4515893,0.7598574
0.7598574,1.3605611
1.3605611,1.0710006
1.0710006,1.4446564
1.4446564,0.7435608
0.7435608,1.344759
1.344759,1.1175442
1.1175442,1.4085882
1.4085882,0.8552997
0.8552997,1.4446727
1.4446727,0.7866435
0.7866435,1.3875536
1.3875536,0.98697996
0.98697996,1.4752378
1.4752378,0.64890814
0.64890814,1.2162063
1.2162063,1.4158245
1.4158245,0.8121724
0.8121724,1.4145808
1.4145808,0.89703155
0.89703155,1.4621103
1.4621103,0.7157469
0.7157469,1.3092093
1.3092093,1.2131534
1.2131534,1.2888823
1.2888823,1.1606817
1.1606817,1.3704487
1.3704487,0.9627173
0.9627173,1.4811127
1.4811127,0.63140726
0.63140726,1.188421
1.188421,1.4634163
1.4634163,0.6526766
0.6526766,1.2241458
1.2241458,1.4014429
1.4014429,0.8566458
0.8566458,1.4468448
1.4468448,0.77872705
0.77872705,1.3798981
1.3798981,1.0114846
1.0114846,1.4707522
1.4707522,0.6608696
0.6608696,1.234607
1.234607,1.3811401
1.3811401,0.9166229
0.9166229,1.4743407
1.4743407,0.6663666
0.6663666,1.2417436
1.2417436,1.3668435
1.3668435,0.9568503
0.9568503,1.4819136
1.4819136,0.62950945
0.62950945,1.1853049
1.1853049,1.4683952
1.4683952,0.6348946
0.6348946,1.1963608
1.1963608,1.4506872
1.4506872,0.69715595
0.69715595,1.2882053
1.2882053,1.2653916
1.2653916,1.1960208
1.1960208,1.3251121
1.3251121,1.0780604
1.0780604,1.4467065
1.4467065,0.73493195
0.73493195,1.3347664
1.3347664,1.1455996
1.1455996,1.3799626
1.3799626,0.9379189
0.9379189,1.478205
1.478205,0.64746904
0.64746904,1.2134693
1.2134693,1.4207039
1.4207039,0.7966938
0.7966938,1.4010888
1.4010888,0.9432483
0.9432483,1.4744906
1.4744906,0.6604762
0.6604762,1.2332927
1.2332927,1.3836079
1.3836079,0.9095247
0.9095247,1.4720805
1.4720805,0.6762872
0.6762872,1.256064
1.256064,1.3372303
1.3372303,1.0349553
1.0349553,1.4701068
1.4701068,0.6585872
0.6585872,1.2314397
1.2314397,1.3873327
1.3873327,0.8986888
0.8986888,1.4681091
1.4681091,0.6932814
0.6932814,1.279684
1.279684,1.2848756
1.2848756,1.1562629
1.1562629,1.3768891
1.3768891,0.94485354
0.94485354,1.4794531
1.4794531,0.6413255
0.6413255,1.2039783
1.2039783,1.4374318
1.4374318,0.7421057
0.7421057,1.3446113
1.3446113,1.1182303
1.1182303,1.4079322
1.4079322,0.8572614
0.8572614,1.4458835
1.4458835,0.7819936
0.7819936,1.3831056
1.3831056,1.0012867
1.0012867,1.4730523
1.4730523,0.65428543
0.65428543,1.2245817
1.2245817,1.4003595
1.4003595,0.8599577
0.8599577,1.4488496
1.4488496,0.7709706
0.7709706,1.3721378
1.3721378,1.0357757
1.0357757,1.4627428
1.4627428,0.6856792
0.6856792,1.2706931
1.2706931,1.305532
1.305532,1.1109073
1.1109073,1.422901
1.422901,0.80992365
0.80992365,1.4114192
1.4114192,0.90772414
0.90772414,1.4660263
1.4660263,0.6991954
0.6991954,1.2877635
1.2877635,1.2659676
1.2659676,1.1949251
1.1949251,1.3266814
1.3266814,1.0743189
1.0743189,1.4491036
1.4491036,0.7271967
0.7271967,1.3254178
1.3254178,1.1710553
1.1710553,1.3493679
1.3493679,1.0196302
1.0196302,1.4740552
1.4740552,0.6468415
0.6468415,1.2133621
1.2133621,1.421008
1.421008,0.7957096
0.7957096,1.4001932
1.4001932,0.94625306
0.94625306,1.4748873
1.4748873,0.65837836
0.65837836,1.230181
1.230181,1.3896335
1.3896335,0.8919604
0.8919604,1.4653268
1.4653268,0.7049322
0.7049322,1.2951968
1.2951968,1.2480671
1.2480671,1.2290666
1.2290666,1.2736857
1.2736857,1.1905537
1.1905537,1.3317733
1.3317733,1.0622058
1.0622058,1.4562445
1.4562445,0.7040491
0.7040491,1.2958994
1.2958994,1.2466381
1.2466381,1.2316664
1.2316664,1.2693144
1.2693144,1.1992137
1.1992137,1.3193693
1.3193693,1.0917501
1.0917501,1.437162
1.437162,0.7654815
0.7654815,1.3690985
1.3690985,1.0456445
1.0456445,1.4584237
1.4584237,0.69946957
0.69946957,1.2896357
1.2896357,1.2617335
1.2617335,1.203196
1.203196,1.3145988
1.3145988,1.1026571
1.1026571,1.4287188
1.4287188,0.79209113
0.79209113,1.3955423
1.3955423,0.96145105
0.96145105,1.4761281
1.4761281,0.6506467
0.6506467,1.2186073
1.2186073,1.4114044
1.4114044,0.826035
0.826035,1.4256837
1.4256837,0.8576155
0.8576155,1.442526
1.442526,0.7936981
0.7936981,1.3941691
1.3941691,0.9653685
0.9653685,1.4762676
1.4762676,0.6493349
0.6493349,1.2166346
1.2166346,1.4150159
1.4150159,0.814723
0.814723,1.4166934
1.4166934,0.88962984
0.88962984,1.4590536
