5.0,5.0,30.0
5.0,4.85,29.45
4.985,4.729,28.907167
4.9594,4.636488,28.372051
4.927109,4.5716715,27.845406
4.891565,4.5335717,27.328114
4.8557653,4.521102,26.821127
4.822299,4.5331345,26.325432
4.7933826,4.568556,25.842022
4.7709,4.6263103,25.37189
4.7564406,4.705432,24.916021
4.75134,4.805065,24.475405
4.7567124,4.92448,24.051033
4.773489,5.063076,23.643915
4.802448,5.2203827,23.255096
4.844241,5.3960505,22.885666
4.899422,5.5898404,22.53678
4.968464,5.801608,22.20967
5.0517783,6.0312824,21.905663
5.149729,6.278842,21.626198
5.26264,6.544287,21.372843
5.390805,6.8276076,21.147303
5.534485,7.128747,20.951437
5.693911,7.4475613,20.787271
5.869276,7.783772,20.657001
6.0607257,8.136915,20.563
6.2683444,8.506282,20.507809
6.492138,8.890856,20.494137
6.73201,9.289238,20.524834
6.987733,9.699574,20.602858
7.258917,10.119472,20.731228
7.5449724,10.545911,20.91296
7.845066,10.975167,21.150967
8.158076,11.402727,21.44795
8.482541,11.823221,21.806248
8.816609,12.230376,22.227657
9.157986,12.616998,22.713224
9.503887,12.97499,23.263
9.850998,13.295439,23.875782
10.195442,13.568761,24.548828
10.532774,13.784936,25.277588
10.85799,13.933832,26.055454
11.165574,14.005632,26.873577
11.44958,13.991347,27.720758
11.703757,13.883406,28.583488
11.921722,13.676282,29.446142
12.097178,13.367114,30.29136
12.224172,12.956253,31.100636
12.2973795,12.447663,31.85508
12.3124075,11.8491125,32.536346
12.266078,11.172088,33.12762
12.156679,10.431409,33.614594
11.984152,9.6445465,33.986317
11.750192,8.830691,34.235832
11.458241,8.009663,34.3605
11.113383,7.2007647,34.361988
10.722121,6.421725,34.24592
10.292082,5.687813,34.02124
9.831655,5.011224,33.6994
9.349611,4.400766,33.293438
8.854727,3.8618424,32.817066
8.355438,3.3966858,32.2839
7.859563,3.0047803,31.706804
7.3740845,2.683394,31.097452
6.9050155,2.4281514,30.466063
6.4573293,2.2335877,29.821299
6.034955,2.0936446,29.170294
5.640824,2.0020814,28.51877
5.2769494,1.9527977,27.871204
